"","lat","lon","Complaint.Type","Identifier","Severity"
"34766",43.014951,-76.143101,"Bed Bugs; Infestation; Infestation; Infestation; Infestation; Infestation; Infestation","076.-12-09.0",17
"34798",43.058883,-76.143768,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","016.-06-03.0",14
"34817",43.06246,-76.1393,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","015.-12-46.0",18
"34839",43.061138,-76.150988,"Property Maintenance-Ext","008.-12-04.0",11
"34840",43.027892,-76.1474889,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","084.-21-12.0",14
"34868",43.048817,-76.141209,"Property Maintenance-Ext; Property Maintenance-Ext","030.-16-15.0",12
"34895",39.295757,-119.778842,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","002.-24-05.0",13
"34914",43.056861,-76.146087,"Property Maintenance-Ext; Property Maintenance-Ext","017.-07-44.0",12
"34937",43.017219,-76.163314,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","079.-19-37.0",16
"34971",43.035613,-76.157732,"Demolition; Demolition","093.-08-13.0",12
"34975",43.061805,-76.14814,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","009.-29-29.0",14
"34989",43.049504,-76.1703,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","105.-09-19.0",14
"34996",43.059813,-76.143839,"Property Maintenance-Ext","016.-04-33.0",11
"35027",43.056601,-76.196643,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","112.-02-07.0",32
"35050",43.026396,-76.163016,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext","083.-14-03.0",16
"35062",40.159942,-74.9120118,"Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety","088.-05-05.0",34
"35072",43.068004,-76.150981,"Property Maintenance-Ext; Property Maintenance-Ext","007.-26-16.0",12
"35086",43.014504,-76.140906,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","076.-11-14.0",13
"35102",43.01952,-76.158351,"Property Maintenance-Ext; Property Maintenance-Ext","078.-16-10.0",12
"35104",43.015778,-76.147653,"Property Maintenance-Ext; Property Maintenance-Ext","076.-17-32.0",12
"35154",43.0710348,-76.0053474,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","077.-08-15.0",15
"35158",43.013911,-76.144402,"Complaint Reqst - General; Complaint Reqst - General","076.-14-21.0",12
"35160",43.067145,-76.1604692,"Property Maintenance-Int; Property Maintenance-Int","007.-03-02.0",12
"35162",42.994638,-76.145235,"Property Maintenance-Ext; Property Maintenance-Ext","067.-01-16.0",12
"35174",43.033173,-76.174213,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","092.-22-20.0",17
"35244",42.987927,-76.141848,"Trash/Debris-Private, Occ; Trash/Debris-Private, Occ","064.-11-10.0",12
"35251",43.06817,-76.14939,"Property Maintenance-Int; Property Maintenance-Int","009.-09-05.0",12
"35254",38.8343636,-97.6121048,"Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions","101.-06-01.1",19
"35260",43.054719,-76.126515,"Property Maintenance-Int","029.-12-13.0",11
"35267",43.071404,-76.159404,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","002.-22-04.0",13
"35296",43.036656,-76.155608,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","094.-01-10.0",15
"35319",43.00222,-76.142489,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","071.-18-20.0",24
"35334",43.050711,-76.169252,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","105.-08-07.0",13
"35340",42.993733,-76.14178,"Property Maintenance-Ext","067.-16-24.0",11
"35371",43.023394,-76.150946,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","078.-07-13.0",13
"35394",43.038364,-76.1597929,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","093.-03-11.0",23
"35418",43.0320589,-76.187446,"Property Maintenance-Ext; Property Maintenance-Ext","089.-02-12.0",12
"35433",43.0524739,-76.1622359,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","106.-12-01.4",13
"35454",43.05062,-76.107046,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","035.-01-64.0",14
"35485",43.054777,-76.135079,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","018.-04-54.0",13
"35488",43.021978,-76.156057,"Property Maintenance-Ext; Property Maintenance-Ext","078.-03-15.0",12
"35517",43.000256,-76.153598,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","069.-05-13.0",13
"35555",43.077433,-76.155156,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","003.-17-29.0",33
"35578",43.033574,-76.119606,"Property Maintenance-Ext; Property Maintenance-Ext","052.-07-53.0",12
"35588",43.025461,-76.171351,"Trash/Debris-Private, Occ","082.-05-08.0",11
"35598",43.006053,-76.156238,"Property Maintenance-Ext","070.-05-05.0",11
"35619",43.006537,-76.138409,"Property Maintenance-Ext","071.-06-06.0",11
"35621",43.05443,-76.174899,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","108.2-01-04.0",14
"35633",43.0762209,-76.144976,"Building W/O Permit","005.-03-61.0",11
"35636",43.038536,-76.170845,"Property Maintenance-Ext; Property Maintenance-Ext","092.-06-33.0",12
"35640",43.0368982,-76.1794362,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","091.-04-26.0",35
"35647",44.978138,-89.621678,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","019.-24-27.0",14
"35652",43.012575,-76.141526,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","072.-03-33.0",13
"35657",43.056699,-76.197214,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","112.-02-01.0",14
"35674",43.0198279,-76.14335,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-17-17.0",13
"35677",43.018158,-76.142861,"Building W/O Permit; Property Maintenance-Ext","076.-04-31.0",12
"35682",43.013574,-76.1519689,"Property Maintenance-Int; Property Maintenance-Int","075.-11-14.0",12
"35699",43.050947,-76.179442,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","109.-01-12.0",13
"35706",43.046604,-76.176466,"Property Maintenance-Ext; Property Maintenance-Ext; Building W/O Permit","099.-02-37.0",13
"35708",43.024885,-76.149242,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","084.-24-47.0",15
"35727",43.021652,-76.1468189,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-22-20.0",14
"35731",35.7537193,-81.6866075,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","111.-16-11.0",14
"35759",43.034917,-76.173948,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","092.-19-28.0",17
"35789",43.0311078,-76.1758703,"Property Maintenance-Ext; Property Maintenance-Ext","088.-10-13.0",12
"35828",43.0705219,-76.111817,"Zoning Violations","022.-11-16.0",11
"35832",43.018997,-76.141798,"Property Maintenance-Int","076.-03-08.0",11
"35898",43.064677,-76.136534,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","015.-05-19.0",14
"35932",43.07471,-76.161332,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","003.-13-02.0",13
"35946",-37.7851443,144.7999693,"Cert of Use - Bar","024.-13-04.0",11
"35988",42.991226,-76.142736,"Property Maintenance-Ext","067.-13-04.0",11
"35990",36.8243606,-76.3754822,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","073.-27-01.0",13
"36004",43.048671,-76.173444,"Property Maintenance-Ext; Property Maintenance-Ext","109.-06-20.0",12
"36006",43.055299,-76.12611,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","029.-12-04.0",13
"36008",43.040098,-76.1677009,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext","097.-13-11.0",17
"36058",43.063397,-76.151919,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","009.-01-11.0",18
"36063",40.6334351,-80.4479651,"Trash/Debris-Private, Occ","084.-28-38.0",11
"36104",40.772138,-74.147083,"Property Maintenance-Ext","077.-21-34.0",11
"36105",43.004504,-76.1426819,"Building W/O Permit","071.-10-14.0",11
"36119",43.02075,-76.149204,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-21-39.0",13
"36135",43.057369,-76.191721,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","112.-05-30.0",13
"36149",43.060065,-76.1429129,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","016.-07-05.0",13
"36162",38.143549,-79.058317,"Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety","109.-08-17.0",39
"36184",29.7346012,-95.3837983,"Property Maintenance-Ext","109.-04-47.0",11
"36208",43.039581,-76.17211,"Property Maintenance-Int; Property Maintenance-Int","097.-14-29.0",12
"36214",43.001924,-76.143175,"Property Maintenance-Ext","071.-19-15.0",11
"36233",43.021751,-76.1454229,"Property Maintenance-Int; Property Maintenance-Int","077.-19-10.0",12
"36238",42.987892,-76.143231,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","064.-11-02.0",13
"36263",43.043427,-76.163559,"Property Maintenance-Int; Property Maintenance-Int","100.-24-21.0",12
"36265",43.007106,-76.154661,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","073.-21-12.0",13
"36292",43.070223,-76.140745,"Property Maintenance-Ext; Property Maintenance-Ext","010.-15-07.0",12
"36296",43.057969,-76.111378,"Property Maintenance-Ext","027.-21-41.0",11
"36307",43.022067,-76.146891,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int","077.-22-16.0",14
"36309",43.0163889,-76.152431,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","075.-12-10.0",13
"36350",43.030004,-76.153937,"Property Maintenance-Ext; Property Maintenance-Ext","086.-12-27.0",12
"36355",43.029685,-76.1634459,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","086.-26-02.0",13
"36379",43.04748,-76.103264,"Property Maintenance-Int; Property Maintenance-Int","038.-09-35.0",12
"36396",43.019869,-76.148294,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","077.-20-05.0",18
"36415",43.032899,-76.1805849,"Property Maintenance-Int","091.-14-25.0",11
"36418",43.038919,-76.170382,"Trash/Debris-Private, Occ; Trash/Debris-Private, Occ","092.-06-09.0",12
"36424",43.054561,-76.130871,"Property Maintenance-Ext","029.-16-11.0",11
"36426",43.3178968,-78.8265152,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","100.-14-25.0",14
"36438",43.032811,-76.184307,"Property Maintenance-Ext; Property Maintenance-Ext","091.-15-18.0",12
"36444",41.8664306,-87.9364776,"Property Maintenance-Ext; Property Maintenance-Ext","084.-01-16.0",12
"36540",43.028214,-76.1118259,"Property Maintenance-Ext; Property Maintenance-Ext","055.-10-07.0",12
"36571",43.0873099,-76.8846283,"Property Maintenance-Ext","106.-13-01.0",11
"36577",43.043474,-76.185917,"Property Maintenance-Ext; Property Maintenance-Ext","110.-18-18.0",12
"36590",43.0395973,-76.1668038,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-12-12.0",13
"36599",43.0201974,-76.1450519,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","077.-17-05.0",16
"36602",43.031947,-76.143099,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","085.-09-22.0",13
"36652",43.05214,-76.0927789,"Property Maintenance-Ext; Property Maintenance-Ext","034.-06-26.1",12
"36654",43.034754,-76.173589,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int","092.-19-02.0",14
"36656",43.080884,-76.1541249,"Property Maintenance-Ext; Property Maintenance-Ext","004.-02-03.0",12
"36658",43.008066,-76.145917,"Property Maintenance-Ext; Property Maintenance-Ext","072.-11-37.0",12
"36676",43.018781,-76.15891,"Property Maintenance-Int; Property Maintenance-Int","078.-15-09.0",12
"36697",43.066435,-76.140051,"Property Maintenance-Ext; Property Maintenance-Ext; Complaint Reqst - General","015.-03-01.0",13
"36704",43.036051,-76.167963,"Property Maintenance-Int; Trash/Debris-Private, Occ","092.-11-35.0",12
"36705",43.070746,-76.104585,"Property Maintenance-Ext; Property Maintenance-Ext","024.-07-01.0",12
"36707",43.02113,-76.156037,"Property Maintenance-Ext; Property Maintenance-Ext","078.-03-21.0",12
"36709",43.071896,-76.113105,"Property Maintenance-Ext","022.-08-05.0",11
"36710",40.56888,-89.645118,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","007.-07-17.0",13
"36715",43.003346,-76.155361,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","070.-14-10.0",13
"36735",43.058793,-76.198814,"Property Maintenance-Ext; Property Maintenance-Ext","113.-10-18.0",12
"36737",43.038976,-76.170124,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-06-11.0",13
"36740",43.059378,-76.12309,"Property Maintenance-Ext; Property Maintenance-Ext","019.-20-14.0",12
"36761",43.0576269,-76.148854,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","017.-05-17.0",13
"36772",43.072889,-76.138387,"Property Maintenance-Ext","011.-08-15.0",11
"36832",43.0535418,-76.1284156,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","029.-14-32.0",14
"36836",43.066758,-76.140925,"Property Maintenance-Ext","010.-29-07.0",11
"36862",43.0454854,-76.1751841,"Property Maintenance-Ext; Property Maintenance-Ext","099.-02-17.0",12
"36865",43.03511,-76.172637,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","092.-18-10.0",18
"36885",43.016701,-76.156819,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","075.-03-10.1",13
"36899",37.7995701,-122.4460655,"Property Maintenance-Ext; Property Maintenance-Ext","075.-06-75.0",12
"36921",43.054896,-76.145323,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","017.-20-03.0",17
"36947",43.0416353,-76.1724029,"Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Complaint Reqst - General; Complaint Reqst - General; Complaint Reqst - General; Complaint Reqst - General; Complaint Reqst - General; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Fire Safety; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Cert of Use - Food Store","097.-17-03.1",49
"36968",38.5761773,-109.5448173,"Property Maintenance-Ext","006.-02-18.0",11
"36995",43.067465,-76.14511,"Property Maintenance-Ext; Property Maintenance-Ext","009.-12-12.0",12
"36998",43.023159,-76.165379,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","082.-04-32.0",18
"37003",43.017704,-76.12922,"Property Maintenance-Ext; Property Maintenance-Ext","060.-02-18.0",12
"37022",39.6689922,-76.3660002,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","015.-02-21.0",15
"37040",43.002381,-76.1425,"Cert of Use - Food Store; Cert of Use - Food Store; Cert of Use - Food Store; Cert of Use - Food Store; Cert of Use - Food Store; Cert of Use - Food Store","071.-18-21.0",16
"37096",43.067615,-76.108344,"Property Maintenance-Ext","024.-16-32.0",11
"37099",43.040436,-76.118111,"Property Maintenance-Ext; Property Maintenance-Ext","045.-17-07.0",12
"37100",43.047074,-76.108929,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","037.-11-39.0",18
"37126",43.052331,-76.165743,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","106.-11-20.0",13
"37169",43.08124,-76.153917,"Property Maintenance-Ext","004.-03-43.0",11
"37206",43.047919,-76.131156,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","048.-08-18.0",13
"37214",43.025171,-76.150713,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","084.-25-26.0",13
"37221",43.061214,-76.138411,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","016.-12-29.0",16
"37226",43.030808,-76.122215,"Property Maintenance-Ext","052.-19-24.0",11
"37227",43.009445,-76.154891,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","073.-19-02.0",13
"37230",43.057823,-76.144868,"Property Maintenance-Int","016.-05-38.0",11
"37252",43.00274,-76.14428,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","071.-20-05.0",13
"37286",43.0407269,-76.1672619,"Property Maintenance-Ext","097.-05-01.0",11
"37294",43.071338,-76.137466,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","010.-07-14.0",18
"37324",43.056769,-76.129295,"Property Maintenance-Ext","029.-03-11.0",11
"37327",43.029016,-76.157703,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","086.-14-17.0",13
"37334",43.042313,-76.114,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","037.-18-24.0",16
"37343",43.01462,-76.155573,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","075.-15-18.0",13
"37346",43.013477,-76.145007,"Property Maintenance-Ext; Property Maintenance-Ext","076.-14-61.0",12
"37349",43.034438,-76.169612,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","092.-15-29.0",27
"37364",43.005311,-76.155844,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","070.-06-04.0",13
"37371",43.0090069,-76.149963,"Property Maintenance-Ext","073.-13-04.0",11
"37379",43.0417682,-76.1361126,"Property Maintenance-Ext; Property Maintenance-Ext","049.-08-10.0",12
"37381",41.083898,-80.657792,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","112.-12-37.0",14
"37391",43.0378789,-76.171885,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","092.-05-50.0",26
"37405",43.022968,-76.148751,"Property Maintenance-Ext; Property Maintenance-Ext","077.-24-29.0",12
"37433",42.9869429,-76.1391079,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","064.-13-04.0",13
"37442",43.034899,-76.180437,"Property Maintenance-Int; Property Maintenance-Int","091.-09-14.0",12
"37444",43.018735,-76.159785,"Property Maintenance-Ext","078.-15-04.0",11
"37445",43.073156,-76.103978,"Property Maintenance-Int; Property Maintenance-Int","023.-09-38.0",12
"37448",43.0259539,-76.1627829,"Property Maintenance-Ext","083.-14-17.1",11
"37467",43.0481221,-76.1474244,"Property Maintenance-Int","112.-13-16.0",11
"37475",33.5149856,-83.7367437,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","097.-08-01.0",21
"37519",43.040569,-76.1706109,"Property Maintenance-Ext; Property Maintenance-Ext","097.-16-06.0",12
"37521",43.06225,-76.148994,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","009.-17-54.0",13
"37547",43.047188,-76.111823,"Property Maintenance-Int","037.-08-10.0",11
"37551",43.040877,-76.167896,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-16-26.0",13
"37577",43.0481221,-76.1474244,"Property Maintenance-Ext","098.2-01-05.2",11
"37592",43.02342,-76.15575,"Property Maintenance-Ext","083.-11-24.0",11
"37593",43.040785,-76.1705039,"Property Maintenance-Ext; Property Maintenance-Ext","097.-16-07.0",12
"37595",43.031684,-76.122295,"Property Maintenance-Ext; Property Maintenance-Ext","052.-19-32.0",12
"37631",43.017866,-76.132782,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","061.-02-14.0",13
"37656",43.03208,-76.187296,"Property Maintenance-Ext; Property Maintenance-Ext","089.-02-11.0",12
"37676",43.06747,-76.154174,"Property Maintenance-Ext; Property Maintenance-Ext","007.-29-01.0",12
"37716",43.009167,-76.145902,"Property Maintenance-Ext; Property Maintenance-Ext","072.-13-15.0",12
"37721",43.039814,-76.170642,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-14-08.0",13
"37762",43.022834,-76.151631,"Property Maintenance-Int; Property Maintenance-Int","078.-07-37.0",12
"37828",43.0049009,-76.145577,"Property Maintenance-Ext","071.-22-33.0",11
"37833",43.045877,-76.112757,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","037.-07-11.0",13
"37838",46.981297,-123.891292,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","111.-04-10.0",19
"37852",43.036972,-76.1692209,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","092.-05-24.0",18
"37883",43.001742,-76.143162,"Property Maintenance-Ext; Property Maintenance-Ext","071.-19-16.0",12
"37892",43.029549,-76.1638399,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","086.-26-17.0",13
"37904",43.061319,-76.125452,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","019.-17-07.0",13
"37919",43.05251,-76.138332,"Property Maintenance-Ext; Property Maintenance-Ext","030.-02-40.0",12
"37940",43.016226,-76.152919,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","075.-12-56.0",18
"37978",30.1801838,-92.5250388,"Property Maintenance-Ext; Property Maintenance-Ext","075.-10-14.0",12
"38009",43.051925,-76.178163,"Property Maintenance-Ext","109.-02-04.0",11
